id,level,status,note,ground_truth,predicted_table
L3-Q-XHARD-011,XHARD,wrong,"Incorrect generic warranty/product counts; misses phantom-warranty cluster, lift and purchase-link checks.","(1) Batch Identifier:vV-004-MON-BATCH-2567-Q4-001
(2) SKU + Spec=sku_id: AW-MN-001,brand_family: ArcWave,category: monitor,msrp_thb: 16,900.00,is_third_party: false (FahMai house brand flagship monitor),vendor_id: (empty),warranty_months: 24
(3) Cluster Size + Cost= Cluster row count: 35, Total claim_amount_thb: 591,500 THB
(4) Date Window=First claim (min business_event_date): 2024-12-01,Last claim (max business_event_date): 2025-04-30,Calendar months spanned: 5 months (Dec 2024, Jan 2025, Feb 2025, Mar 2025, Apr 2025 — all contain >= 1 cluster row)
(5) Baseline Lift vs Pre-Window:
    - Pre-window (2024-01-01 to 2024-11-30, 11 months): 20 generic defect rows for AW-MN-001 (claim_reason exactly 'defect')
    - Pre-window baseline rate: 20 / 11 = 1.82 rows/month
    - Window generic defect rows (2024-12-01 to 2025-04-30): 3 rows
    - Window combined count (cluster + generic defect): 35 + 3 = 38 rows
    - Window combined rate: 38 / 5 = 7.60 rows/month
    - Lift ratio: 7.60 / 1.82 = 4.2x (ประมาณ 4 เท่า)
(6) Phantom-Warranty Signature (The Kill Check):
    - Distinct cluster customers: 34 (CUST-L3-000011 through CUST-L3-000191)
    - Cluster customers with matching prior purchase of AW-MN-001 in FACT_SALES_LINE_ITEM: 0
    - Cluster customers WITHOUT matching prior purchase: 34
    - Comment: All 34 distinct customers who filed batch-defect warranty claims for AW-MN-001 have ZERO matching purchase records of this SKU in the entire data lake. The only AW-MN-001 buyers in the system are 291 B2B customers (CUST-L3-B2B-* format), with zero overlap to the cluster's consumer customer IDs. This is a clear phantom-warranty signature — warranty claims are recorded in the system but there are no corresponding FACT_SALES purchase records for these customers, indicating a serious data-lake anomaly suggesting either fraudulent claims or a systemic data integrity failure.","| event_month | product_category | product_brand_family | vendor_name_en | row_count |
| --- | --- | --- | --- | --- |
| 2024-08 | monitor | FahMai |  | 35 |
| 2024-08 | laptop | FahMai |  | 34 |
| 2024-06 | smartphone | FahMai |  | 29 |
| 2024-02 | monitor | FahMai |  | 28 |
| 2024-10 | smartphone | FahMai |  | 28 |
| 2024-11 | laptop | FahMai |  | 27 |
| 2024-11 | monitor | FahMai |  | 27 |
| 2024-01 | laptop | FahMai |  | 26 |
| 2024-10 | smartwatch | FahMai |  | 26 |
| 2024-12 | laptop | FahMai |  | 26 |
| 2024-01 | smartphone | FahMai |  | 25 |
| 2024-01 | smartwatch | FahMai |  | 25 |
| 2024-05 | smartphone | FahMai |  | 25 |
| 2024-09 | laptop | FahMai |  | 25 |
| 2024-09 | monitor | FahMai |  | 25 |
| 2024-08 | smartphone | FahMai |  | 24 |
| 2024-02 | laptop | FahMai |  | 23 |
| 2024-04 | laptop | FahMai |  | 22 |
| 2024-06 | monitor | NovaTech | NovaTech | 22 |
| 2024-07 | laptop | FahMai |  | 22 |
| 2024-01 | monitor | FahMai |  | 21 |
| 2024-02 | smartwatch | FahMai |  | 21 |
| 2024-03 | smartphone | FahMai |  | 21 |
| 2024-04 | smartphone | FahMai |  | 21 |
| 2024-10 | monitor | FahMai |  | 21 |
| 2024-04 | monitor | FahMai |  | 20 |
| 2024-05 | laptop | FahMai |  | 20 |
| 2024-05 | smartwatch | FahMai |  | 20 |
| 2024-07 | monitor | FahMai |  | 20 |
| 2024-07 | smartwatch | FahMai |  | 20 |
| 2024-10 | laptop | FahMai |  | 20 |
| 2024-03 | monitor | FahMai |  | 19 |
| 2024-05 | smartphone | NovaTech | NovaTech | 19 |
| 2024-08 | smartphone | NovaTech | NovaTech | 19 |
| 2024-12 | monitor | FahMai |  | 19 |
| 2024-03 | smartphone | NovaTech | NovaTech | 18 |
| 2024-08 | smartwatch | FahMai |  | 18 |
| 2024-09 | smartphone | FahMai |  | 18 |
| 2024-10 | monitor | NovaTech | NovaTech | 18 |
| 2024-02 | smartphone | FahMai |  | 17 |
| 2024-05 | monitor | FahMai |  | 17 |
| 2024-06 | smartwatch | FahMai |  | 17 |
| 2024-09 | smartwatch | FahMai |  | 17 |
| 2024-11 | smartwatch | FahMai |  | 17 |
| 2024-12 | smartwatch | FahMai |  | 17 |
| 2024-01 | smartphone | NovaTech | NovaTech | 16 |
| 2024-02 | smartphone | NovaTech | NovaTech | 16 |
| 2024-03 | laptop | FahMai |  | 16 |
| 2024-03 | smartwatch | FahMai |  | 16 |
| 2024-05 | monitor | NovaTech | NovaTech | 16 |"
L3-Q-XHARD-012,XHARD,wrong,Incorrect POS sales aggregates; misses schema cutover/log-line counts/gross revenue.,"(1) Schema version cutover date (v1 → v2): 2025-04-01
(2) Discount column rename:v1 name-discount_amt,v2 name-discount_total_thb
(3) New columns added in v2 (not present in v1):payment_terminal_id ,loyalty_tier_at_purchase
(4) BKK-CTW March 2025 POS log lines (excluding headers): 842
(5) BKK-CTW April 2025 POS log lines (excluding headers): 702
(6) BKK-CTW March 2025 total gross revenue (SUM quantity × unit_price_thb): 17,240,800 THB","| event_year | event_month | branch_name_en | event_fiscal_quarter | row_count |
| --- | --- | --- | --- | --- |
| 2025 | 2025-10 | FahMai Central World | 4 | 1697 |
| 2025 | 2025-07 | FahMai Central World | 3 | 1649 |
| 2025 | 2025-01 | FahMai Central World | 1 | 1644 |
| 2025 | 2025-08 | FahMai Central World | 3 | 1602 |
| 2025 | 2025-12 | FahMai Central World | 4 | 1581 |
| 2025 | 2025-11 | FahMai Central World | 4 | 1561 |
| 2025 | 2025-05 | FahMai Central World | 2 | 1556 |
| 2025 | 2025-03 | FahMai Central World | 1 | 1540 |
| 2025 | 2025-01 | FahMai Phuket Road | 1 | 1512 |
| 2025 | 2025-10 | FahMai Phuket Road | 4 | 1491 |
| 2025 | 2025-09 | FahMai Central World | 3 | 1463 |
| 2025 | 2025-06 | FahMai Central World | 2 | 1428 |
| 2025 | 2025-07 | FahMai Phuket Road | 3 | 1423 |
| 2025 | 2025-02 | FahMai Central World | 1 | 1414 |
| 2025 | 2025-06 | FahMai Phuket Road | 2 | 1408 |
| 2025 | 2025-02 | FahMai Phuket Road | 1 | 1395 |
| 2025 | 2025-09 | FahMai Phuket Road | 3 | 1388 |
| 2025 | 2025-04 | FahMai Central World | 2 | 1385 |
| 2025 | 2025-12 | FahMai Phuket Road | 4 | 1342 |
| 2025 | 2025-05 | FahMai Phuket Road | 2 | 1281 |
| 2025 | 2025-03 | FahMai Phuket Road | 1 | 1264 |
| 2025 | 2025-08 | FahMai Phuket Road | 3 | 1241 |
| 2025 | 2025-11 | FahMai Phuket Road | 4 | 1181 |
| 2025 | 2025-04 | FahMai Phuket Road | 2 | 545 |"
L3-Q-XHARD-013,XHARD,wrong,"Partial launch/preorder metrics, but daily average, campaign window and discount-mechanic explanation are wrong/incomplete.","(1) Preorder Phase Units & Daily Pattern: 3,192 units
(2) Launch Day Spike:  วัน launch (2025-07-15) ขายได้ 504 units เทียบกับค่าเฉลี่ย preorder 228 units/day เป็น spike 2.21x (เพิ่มขึ้น ~121%)
(3) Post-Launch Sustained Demand: ช่วง post-launch (2025-07-16 ถึง 2025-07-31) ขายได้เพียง 54 units ใน 16 วัน (เฉลี่ย 3.4 units/day) — demand ไม่ sustain ร่วงจาก preorder baseline 228/day ลง ~98.5% มีวันที่ Jul-25 ขาย 0 units โดยรวมเป็น demand cliff อย่างรุนแรง
(4) Campaign Window vs Full July: 588 units
(5) Discount-Mechanic Resolution: promo_mechanic_id=1 เป็น pct_off 5% ที่คำนวณที่ basket level (txn header) ไม่ได้ allocate ลง per-line-item — พิสูจน์ได้จาก FACT_SALES.discount_total_thb / FACT_SALES.basket_total_thb = 0.050000 พอดีทุก txn (3,749 ใบ ไม่มี deviation) สำหรับ single-item basket (3,707 txns) discount = 38,900 × 5% = 1,945 THB ส่วน multi-item basket (42 txns) discount = basket_total × 5% ซึ่งรวม item อื่นในตะกร้าด้วย (collateral discount)

","| preorder_units | avg_preorder_daily | launch_day_units | post_launch_units | total_campaign_units | total_july_units | total_discount_cost | promo_mechanic_id |
| --- | --- | --- | --- | --- | --- | --- | --- |
| 3192 | 1.00 | 504 | 54 | 3750 | 3750 | 1,333,745.00 |  |"
L3-Q-XHARD-014,XHARD,wrong,"Partial recall state transitions only; misses recall returns, refund amount, lost revenue and early-warning claims.","(1) Recall Status State Machine Transitions: [(normal, 2024-01-01), (active, 2025-09-10) ,(completed, 2025-10-15)]
(2) Recall Window:  Recall window เริ่ม 2025-09-10 (state = active) ถึง 2025-10-15 (state = completed) รวม 35 วัน
(3) Vendor-Recall Returns Count: 36 ใบ
(4) Refund Amount: 1,544,400.00 บาท 
(5) Lost Revenue: 2,574,000.00 บาท
(6) Early-Warning Warranty Claims: 25 claims
","| status | transition_date |
| --- | --- |
| normal | 2024-01-01 |
| active | 2025-09-10 |
| completed | 2025-10-15 |"
L3-Q-XHARD-015,XHARD,wrong,Incorrect recall status table; misses pre-recall claims/routing/chat corroboration.,"(1) Pre-Recall Battery Concern Claims: 25 claims
(2) Date Range & Gap to Recall: Date range: 2025-07-08 (วันแรก) → 2025-09-09 (วันล่าสุด) รวม cluster ยาว ~63 วัน Gap จาก claim สุดท้าย (2025-09-09) ถึงวัน recall active (2025-09-10) = 1 วัน — signal ดับเพียง 1 วันก่อนประกาศ recall
(3) Routing/Handling Signature Differences: For routing_destination, Pre-recall cluster (25 claims) is novatech_service and Normal cluster (33 claims) fahmai_cs. For claim_id prefix, Pre-recall cluster (25 claims)        is WCL-CL-E9_PRE- and Normal cluster (33 claims) is WC-. For original_txn_id, Pre-recall cluster (25 claims)        is blank and Normal cluster (33 claims) is มีค่า (TXN-* linked). ความแตกต่างที่สำคัญ:
routing_destination: pre-recall ถูกส่งตรงไป novatech_service (vendor service center) ขณะที่ normal claim ส่งไป fahmai_cs (FahMai internal CS) — บ่งชี้ว่าทีมงานแยกส่งตรงถึง vendor ตั้งแต่ก่อน recall จะประกาศ
claim_id prefix: WCL-CL-E9_PRE- vs WC- — prefix พิเศษบ่งชี้ handling path ต่างหาก
original_txn_id: pre-recall cluster ไม่มี original_txn_id (ว่างทุก row) ขณะที่ normal cluster มี txn link ทุก row — แสดงว่า pre-recall claims เข้ามาโดยไม่ผ่าน purchase-txn linkage ปกติ (อาจเป็น direct service intake)
(4) Cross-Modal Corroboration (chat_line_oa): มี Powercell X3 chats ในช่วง Jul-Sep 2025 จำนวน ~2,000 thread (order-of-magnitude: 2,031 threads จาก 4,731 total chats = ~43% ของ chat volume)

Jul: 731 | Aug: 628 | Sep: 672 — volume คงที่ ไม่มี spike
Tone โดยรวม: neutral/product inquiry — ลูกค้าถามเรื่องสเปก, วิธีใช้งาน, การดูแลรักษา, เช็กสต็อก, รับประกัน ไม่พบ complaint เรื่องแบตเตอรี่หรือ safety concern ใน chat sample ที่ตรวจสอบ แม้มี ~643 chat ที่ match complaint-adjacent keywords (แบต, ร้อน, เสีย ฯลฯ) แต่เมื่ออ่าน content จริงกลับเป็นการถามข้อมูลทั่วไปเกี่ยวกับการใช้งานและการดูแล ไม่ใช่ร้องเรียน

สรุป: chat_line_oa เป็น stable baseline — ไม่ corroborate กับ warranty cluster signal คือด้าน customer-facing channel ยังสงบ ในขณะที่ warranty pipeline มี signal ชัดเจน 25 claims ที่ถูกส่งตรงไป novatech_service แล้ว สะท้อนว่า early-warning ปรากฏใน back-end warranty data ก่อน front-end customer sentiment




","| status_record_count | status | transition_date |
| --- | --- | --- |
| 3 | normal | 2024-01-01 |
| 3 | active | 2025-09-10 |
| 3 | completed | 2025-10-15 |"
L3-Q-XHARD-016,XHARD,wrong,Incorrect policy lookup; misses PM1 mode-bucket comparison and signing authority ladder.,"(1) Pre-PM1 Mode-Bucket Range:  ฿4,000–฿4,999 (pre-PM1 window: 6 refund rows, mode = 3 rows ใน bucket 4000–4999)
(2) Pre-PM1 Mode-Bucket Count: 3 refunds
(3) Post-PM1 Mode-Bucket Range: ฿7,000–฿7,999 (post-PM1 window: 8 refund rows, mode = 4 rows ใน bucket 7000–7999)
(4) Post-PM1 Mode-Bucket Count: 4 refunds
(5) PM1 Policy Reference: policy_version_id = 6 (policy_class = signing_authority, policy_variable = refund_signing_authority_ladder, scope = global, policy_value_table_ref = dim_signing_authority_ladder)

การเปลี่ยนแปลงสำคัญจาก ladder: ก่อน PM1 (version 5) — IC ทุก dept มี amount_ceiling = 0 + min_co_signers = 1 (Manager) → ต้องมี co-signer เสมอ หลัง PM1 (version 6) — เพิ่ม row ใหม่ ladder_row_id=4: IC + dept=SUP ได้ amount_ceiling = 5,000 + min_co_signers = 0 → SUP IC อนุมัติได้เดี่ยวถึง 5,000 บาทไม่ต้อง co-sign ซึ่งอธิบายการเปลี่ยน mode-bucket จาก 4K (ใกล้เพดานเดิม) เป็น 7K (สูงขึ้นแต่ยังอยู่ภายใต้ threshold ใหม่ที่สูงขึ้น)

Memo MEMO-PM1-2025-02-15.md ยืนยันวันประกาศ 15 ก.พ. 2568 ถึง DL-ALL-STAFF โดย Ollie Logistics (Operations Manager) — เนื้อหาเป็น template-bare แจ้งการเปลี่ยน policy แต่ไม่ได้ enumerate ladder mechanic
(6) PM1 Effective Date:  2025-02-15 (policy_version_id=6 effective_date; version เก่า id=5 end_date = 2025-02-15 พอดี)


","| policy_version_id | policy_variable | value_numeric | effective_date | end_date |
| --- | --- | --- | --- | --- |
| 11 | refund_threshold_thb | 2,000.00 | 2024-01-01 | 2025-03-15 |"
L3-Q-XHARD-017,XHARD,wrong,Partial top customer only; misses top SKU and active-month anchor-account metrics.,"(1) Top B2B Customer (All-Time): customer_id = CUST-L3-B2B-000200 ยอดซื้อรวมตลอดกาล = 25,867,541.20 THB (จาก 45 transactions, is_b2b=true, ทุกปีรวมกัน) — เป็นอันดับ 1 แยกจากอันดับ 2 (CUST-L3-B2B-002600 = 13,978,435 THB) 
(2) Top SKU: sku_id = NT-LT-001 (brand_family = NovaTech, category = laptop, subcategory = flagship, MSRP = 42,900 THB) — line_total_thb รวม = 18,300,301.20 THB (qty = 627 units) ครอบครอง ~70.7% ของยอดซื้อทั้งหมดของลูกค้ารายนี้
(3) Distinct Active Months: 19 distinct calendar months (Jan 2024 → Dec 2025) จาก span 24 เดือน → active rate ~79% มีช่วง inactive ใน Feb 2025, Sep 2025 และ Jul-Aug 2025 โดยรวมความต่อเนื่องสูง — เหมาะเป็น anchor account สำหรับ subscription pilot เนื่องจากมี purchasing pattern สม่ำเสมอตลอด 2 ปี

","| customer_id | total_spent_thb |
| --- | --- |
| CUST-L3-B2B-000200 | 25,867,541.20 |"
L3-Q-XHARD-018,XHARD,wrong,No matching answer rows; misses December discount spike and foregone revenue.,"(1) ระบุ SKU + Product Identity: sku_id = NT-LT-001 (brand_family = NovaTech, category = laptop, subcategory = flagship) — เดือนที่พุ่ง: 2025-12 (728 units, spike 6.5x เท่าของ trailing 12-month avg ~111 units/month) โดย 620 จาก 728 units (85%) ขายในราคาต่ำกว่า MSRP 42,900 อย่างน้อย 25% (avg unit_price ~31,090 = discount ~28%)
(2) Foregone Revenue: 8,597,998.80 THB สูตร: SUM[(42,900 − unit_price_thb) × quantity] เฉพาะ line items ของ NT-LT-001 ใน 2025-12 ที่ unit_price_thb < msrp_thb (620 discounted units จาก 728 total)


",(no rows)
L3-Q-XHARD-019,XHARD,wrong,Incorrect generic monthly counts; misses corrected ROI after dedup and refunds.,"หลัง dedup phantom redemption ของ SF-LAUNCH-2568: unique cohort customers = 39 คน; discount cost หลัง dedup = 143,505.00 THB; LTV-12mo net revenue = 2,392,595.00 THB จาก gross sales 2,726,595.00 - refunds 334,000.00; corrected ROI = 16.67x. วิธีคิด: ตัด phantom row ที่ channel='app' และ share txn_id + campaign_id กับ row อื่นออกก่อน แล้วใช้ยอดขายจริงจาก FACT_SALES ตาม txn_id ของ cohort จากนั้นหัก refund ของ customer เดียวกันใน 12-month window. Gap: headline 19.0x สูงกว่า corrected ROI 2.33x หรือประมาณ 12.2%","| event_month | event_fiscal_quarter | row_count |
| --- | --- | --- |
| 2025-10 | 4 | 343 |
| 2025-07 | 3 | 340 |
| 2025-05 | 2 | 319 |
| 2025-09 | 3 | 318 |
| 2025-08 | 3 | 305 |
| 2025-12 | 4 | 305 |
| 2025-06 | 2 | 287 |
| 2025-01 | 1 | 284 |
| 2025-11 | 4 | 274 |
| 2025-03 | 1 | 272 |
| 2025-04 | 2 | 247 |
| 2025-02 | 1 | 214 |"
L3-Q-XHARD-020,XHARD,wrong,"Partial core numeric recall-return metrics match, but misses approver identity/name and branch code; strict full answer incomplete.","Vendor recall ของ NT-LT-001 ช่วง 2025-09-10 ถึง 2025-10-15: (1) recall return rows = 36 แถว; (2) return_amount รวม = 1,544,400.00 THB; (3) มีพนักงานคนเดียว approve ทั้งหมดคือ EMP-L3-00010 May Support, CS Agent = 36/36 rows = 100.0%; (4) จัดการที่ 1 สาขา: BKK-SIAM; (5) days_since_purchase เป็นค่า uniform ทั้งหมด = 180 วัน ไม่กระจาย","| total_recall_rows | total_return_amount_thb | unique_approver_count | unique_branch_count | max_days_since_purchase | min_days_since_purchase | avg_days_since_purchase |
| --- | --- | --- | --- | --- | --- | --- |
| 36 | 1,544,400.00 | 1 | 1 | 180 | 180 | 180.00 |"
